RCID,Lat,Lon
RC195064,54.15508,-1.28799
RC194593,54.15517,-1.30331
RC194111,54.17324,-1.31834
RC194110,54.18224,-1.31819
RC193630,54.18232,-1.33352
RC193629,54.19131,-1.33337
RC193628,54.20031,-1.33323
RC193135,54.20039,-1.34857
RC193134,54.20938,-1.34843
RC192645,54.20946,-1.36377
RC192644,54.21846,-1.36363
RC192643,54.22745,-1.36349
RC192154,54.22753,-1.37884
RC192153,54.23652,-1.37871
RC191650,54.2366,-1.39406
RC191649,54.24559,-1.39393
RC191648,54.25458,-1.39379
RC191144,54.26365,-1.40903
RC191143,54.27264,-1.4089
RC191142,54.28163,-1.40877
RC190639,54.28171,-1.42414
RC190638,54.2907,-1.42401
RC190637,54.29969,-1.42389
RC190636,54.30868,-1.42376
RC190635,54.31768,-1.42363
RC190132,54.31775,-1.43902
RC189626,54.3448,-1.45404
RC189625,54.35379,-1.45392
RC189624,54.36278,-1.4538
RC189121,54.36285,-1.4692
RC189120,54.37184,-1.46909
RC189119,54.38083,-1.46897
RC189118,54.38982,-1.46886
RC188620,54.38989,-1.48427
RC188619,54.39888,-1.48415
RC188618,54.40787,-1.48404
RC188120,54.40794,-1.49946
RC188119,54.41693,-1.49935
RC188118,54.42592,-1.49924
RC187593,54.42599,-1.51466
RC187592,54.43498,-1.51455
RC187070,54.44403,-1.52988
RC187071,54.43504,-1.52998
RC187069,54.45302,-1.52978
RC186543,54.45308,-1.54521
RC186542,54.46207,-1.54511
RC185999,54.46213,-1.56055
RC185998,54.47112,-1.56045
RC185997,54.48011,-1.56035
RC186540,54.48006,-1.54491
RC186539,54.48905,-1.54481
RC186538,54.49804,-1.54471
RC186533,54.543,-1.54421
RC186532,54.55199,-1.54411
RC186531,54.56098,-1.54401
RC186530,54.56997,-1.54391
RC186529,54.57897,-1.54381
RC185986,54.57902,-1.55929
RC185985,54.58802,-1.55919
RC185984,54.59701,-1.55909
RC185983,54.606,-1.559
RC186526,54.60594,-1.54351
RC186525,54.61493,-1.54341
RC187051,54.61487,-1.52791
RC187572,54.61481,-1.51242
RC187571,54.6238,-1.51231
RC187570,54.6328,-1.5122
RC187569,54.64179,-1.51209
RC188094,54.64172,-1.49659
RC188093,54.65072,-1.49648
RC188092,54.65971,-1.49637
RC187567,54.65977,-1.51188
RC187566,54.66876,-1.51177
RC187045,54.66882,-1.52729
RC187044,54.67781,-1.52718
RC187043,54.68681,-1.52708
RC187042,54.6958,-1.52697
RC187041,54.70479,-1.52687
RC186515,54.70485,-1.5424
RC186514,54.71384,-1.5423
RC186513,54.72283,-1.54219
RC185970,54.72289,-1.55773
RC185969,54.73188,-1.55763
RC185426,54.73194,-1.57317
RC184883,54.73199,-1.58871
RC184340,54.73204,-1.60425
RC184339,54.74103,-1.60416
RC184338,54.75003,-1.60407
RC184337,54.75902,-1.60399
RC184336,54.76801,-1.6039
RC184335,54.777,-1.60381
RC184878,54.77695,-1.58825
RC185421,54.77689,-1.5727
RC185420,54.78589,-1.5726
RC185419,54.79488,-1.57251
RC185962,54.79482,-1.55694
RC185961,54.80381,-1.55685
RC185417,54.81286,-1.57232
RC185416,54.82185,-1.57222
RC184873,54.8219,-1.5878
RC184872,54.8309,-1.58771
RC184871,54.83989,-1.58761
RC185414,54.83983,-1.57203
RC185413,54.84882,-1.57194
RC185412,54.85782,-1.57184
RC185411,54.86681,-1.57175
RC185410,54.8758,-1.57165
RC184867,54.87585,-1.58725
RC184866,54.88484,-1.58716
RC184865,54.89384,-1.58706
RC184864,54.90283,-1.58697
RC184320,54.91187,-1.60249
RC184863,54.91182,-1.58688
RC184319,54.92086,-1.6024
RC184318,54.92985,-1.60231
RC184317,54.93884,-1.60222
RC183774,54.93889,-1.61784
RC183773,54.94789,-1.61776
RC183772,54.95688,-1.61767
RC184313,54.97481,-1.60187
RC185397,54.99268,-1.57041
RC184856,54.97476,-1.58623
RC184855,54.98375,-1.58614
RC185398,54.98369,-1.5705
RC185940,54.99263,-1.55477
RC185939,55.00162,-1.55467
RC185394,55.01966,-1.57012
RC185393,55.02865,-1.57002
RC184850,55.0287,-1.58568
RC184849,55.03769,-1.58558
RC184848,55.04669,-1.58549
RC184304,55.05573,-1.60106
RC184303,55.06472,-1.60097
RC184302,55.07371,-1.60088
RC184301,55.0827,-1.6008
RC184300,55.09169,-1.60071
RC183757,55.09174,-1.61638
RC183756,55.10073,-1.6163
RC182666,55.10083,-1.64766
RC182665,55.10982,-1.64758
RC182112,55.11886,-1.66319
RC182664,55.11881,-1.6475
RC182111,55.12785,-1.66312
RC182110,55.13684,-1.66304
RC182109,55.14583,-1.66297
RC181557,55.14587,-1.67867
RC181556,55.15486,-1.67859
RC181555,55.16385,-1.67852
RC181000,55.1549,-1.6943
RC182106,55.1728,-1.66274
RC182658,55.17276,-1.64703
RC182657,55.18175,-1.64695
RC183200,55.1817,-1.63124
RC183199,55.19069,-1.63115
RC183198,55.19968,-1.63107
RC183197,55.20867,-1.63099
RC183743,55.21762,-1.61517
RC183742,55.22661,-1.61509
RC183741,55.2356,-1.615
RC183740,55.24459,-1.61491
RC183193,55.24464,-1.63065
RC182649,55.25367,-1.64631
RC182648,55.26267,-1.64623
RC182647,55.27166,-1.64615
RC182093,55.28968,-1.66175
RC182092,55.29867,-1.66167
RC182643,55.30762,-1.64583
RC182642,55.31661,-1.64575
RC182641,55.3256,-1.64567
RC182640,55.33459,-1.64559
RC182639,55.34358,-1.64551
RC183181,55.35253,-1.62965
RC183180,55.36152,-1.62957
RC183179,55.37051,-1.62948
RC183178,55.3795,-1.6294
RC183177,55.38849,-1.62931
RC182633,55.39753,-1.64503
RC182632,55.40652,-1.64495
RC183175,55.40647,-1.62915
RC183174,55.41546,-1.62906
RC183173,55.42445,-1.62898
RC183172,55.43344,-1.62889
RC183171,55.44243,-1.62881
RC182627,55.45147,-1.64454
RC182626,55.46046,-1.64446
RC182074,55.4605,-1.66029
RC182073,55.4695,-1.66021
RC182072,55.47849,-1.66013
RC182071,55.48748,-1.66006
RC182070,55.49647,-1.65998
RC182069,55.50546,-1.6599
RC181517,55.5055,-1.67574
RC181516,55.51449,-1.67567
RC181515,55.52348,-1.6756
RC180959,55.52352,-1.69145
RC180958,55.53251,-1.69138
RC180401,55.54154,-1.70716
RC179845,55.54158,-1.72302
RC179844,55.55057,-1.72296
RC179288,55.5506,-1.73882
RC179287,55.55959,-1.73876
RC178718,55.55963,-1.75462
RC178717,55.56862,-1.75457
RC178716,55.57761,-1.75451
RC178147,55.57764,-1.77038
RC177577,55.58666,-1.78621
RC176994,55.58668,-1.80208
RC176993,55.59567,-1.80204
RC176992,55.60467,-1.80199
RC176405,55.60469,-1.81787
RC176404,55.61368,-1.81783
RC175813,55.6137,-1.83372
RC175812,55.62269,-1.83368
RC175221,55.62271,-1.84957
RC175220,55.6317,-1.84954
RC175219,55.64069,-1.8495
RC174605,55.6497,-1.86537
RC174604,55.65869,-1.86534
RC173990,55.6677,-1.88122
RC173368,55.66771,-1.89712
RC173367,55.67671,-1.8971
RC172734,55.6947,-1.91297
RC172102,55.7037,-1.92888
RC172101,55.71269,-1.92886
RC171470,55.7127,-1.94479
RC171469,55.72169,-1.94477
RC170838,55.72169,-1.9607
RC170837,55.73068,-1.9607
RC170836,55.73967,-1.96069
RC170205,55.73968,-1.97662
RC170204,55.74867,-1.97662
RC169568,55.74867,-1.99256
RC169567,55.75766,-1.99256
RC168931,55.75766,-2.0085
RC168930,55.76665,-2.00851
RC168263,55.76665,-2.02445
RC168929,55.77564,-2.00851
RC168928,55.78463,-2.00851
RC168927,55.79362,-2.00851
RC168260,55.79362,-2.02447
RC168259,55.80261,-2.02448
RC167592,55.80261,-2.04044
RC167591,55.8116,-2.04045
RC117400,55.95041,-3.11425
RC114171,55.94981,-3.17833
RC116589,55.95925,-3.13053
RC116590,55.95026,-3.13027
RC118205,55.95055,-3.09822
RC118206,55.94156,-3.09797
RC119016,55.9417,-3.08195
RC119017,55.93271,-3.0817
RC119823,55.93285,-3.06569
RC120625,55.93299,-3.04967
RC121428,55.93313,-3.03366
RC122226,55.93326,-3.01764
RC122225,55.94225,-3.01788
RC123017,55.94238,-3.00186
RC124577,55.95163,-2.97005
RC125363,55.95175,-2.95403
RC125362,55.96074,-2.95425
RC126166,55.96086,-2.93822
RC128523,55.97021,-2.89035
RC128522,55.9792,-2.89055
RC129310,55.97931,-2.87452
RC130098,55.97942,-2.85849
RC130097,55.98841,-2.85869
RC130889,55.98852,-2.84265
RC131681,55.98863,-2.82661
RC131680,55.99762,-2.8268
RC132472,55.99773,-2.81076
RC133263,56.00682,-2.7949
RC134048,56.00692,-2.77885
RC134826,56.00702,-2.76281
RC135604,56.00712,-2.74676
RC136383,56.00722,-2.73072
RC137162,56.00731,-2.71467
RC137937,56.0074,-2.69862
RC137938,55.99841,-2.69846
RC138713,55.9985,-2.68242
RC138714,55.98952,-2.68226
RC139485,55.9896,-2.66622
RC140256,55.98969,-2.65018
RC140257,55.9807,-2.65003
RC141022,55.98977,-2.63414
RC141792,55.98985,-2.6181
RC142562,55.98993,-2.60206
RC143324,55.99001,-2.58602
RC144086,55.99009,-2.56998
RC144842,55.99016,-2.55394
RC145598,55.99023,-2.5379
RC145597,55.99922,-2.53803
RC146353,55.99929,-2.52198
RC147096,55.99935,-2.50594
RC147097,55.99037,-2.50582
RC147840,55.99043,-2.48978
RC147841,55.98144,-2.48967
RC148584,55.9815,-2.47363
RC149322,55.98156,-2.45759
RC149323,55.97257,-2.45749
RC150061,55.97263,-2.44146
RC150783,55.9637,-2.42532
RC151504,55.96375,-2.40929
RC151505,55.95476,-2.4092
RC152226,55.95482,-2.39317
RC152227,55.94583,-2.39308
RC152939,55.94588,-2.37706
RC153651,55.94592,-2.36104
RC153652,55.93693,-2.36096
RC153653,55.92794,-2.36087
RC154365,55.92799,-2.34486
RC154366,55.919,-2.34478
RC155078,55.91904,-2.32877
RC155079,55.91005,-2.32869
RC155080,55.90106,-2.32861
RC155081,55.89207,-2.32854
RC155082,55.88308,-2.32846
RC155785,55.88313,-2.31247
RC156488,55.88317,-2.29647
RC157191,55.8832,-2.28047
RC157192,55.87421,-2.28041
RC157193,55.86522,-2.28034
RC157892,55.86526,-2.26435
RC158595,55.86529,-2.24837
RC158596,55.8563,-2.24831
RC159294,55.85633,-2.23232
RC159992,55.85636,-2.21634
RC160690,55.85639,-2.20035
RC160691,55.8474,-2.20031
RC161393,55.84742,-2.18432
RC162095,55.84745,-2.16834
RC162096,55.83846,-2.1683
RC162794,55.83848,-2.15233
RC162795,55.82949,-2.15229
RC163493,55.82951,-2.13632
RC164191,55.82952,-2.12034
RC164190,55.83851,-2.12037
RC164875,55.83853,-2.10439
RC165560,55.83854,-2.08841
RC165559,55.84753,-2.08843
RC166235,55.84754,-2.07245
RC166236,55.83855,-2.07243
RC166912,55.83856,-2.05646
RC166913,55.82957,-2.05644
RC166914,55.82058,-2.05643
RC167590,55.82059,-2.04046
RC117384,56.17511,-3.12075
RC110297,55.94003,-3.25814
RC110298,55.93104,-3.25785
RC109532,55.93088,-3.27386
RC108766,55.93071,-3.28987
RC108765,55.9397,-3.29017
RC108000,55.93953,-3.30619
RC107248,55.93936,-3.3222
RC107247,55.94835,-3.32251
RC106491,55.94817,-3.33853
RC106490,55.95716,-3.33884
RC105734,55.95699,-3.35486
RC105733,55.96597,-3.35517
RC104977,55.9658,-3.3712
RC104223,55.98359,-3.38787
RC104222,55.99258,-3.38819
RC104220,56.01055,-3.38884
RC103473,56.01037,-3.40488
RC103472,56.01936,-3.40521
RC103471,56.02835,-3.40553
RC104218,56.02853,-3.38948
RC104217,56.03752,-3.38981
RC104216,56.0465,-3.39013
RC104968,56.04668,-3.37407
RC104969,56.03769,-3.37375
RC105724,56.04686,-3.35801
RC106480,56.04704,-3.34195
RC107236,56.04721,-3.32589
RC107235,56.0562,-3.3262
RC107987,56.05637,-3.31013
RC108752,56.05654,-3.29407
RC109518,56.05671,-3.27801
RC110284,56.05687,-3.26194
RC111050,56.05703,-3.24588
RC111807,56.05719,-3.22981
RC112590,56.06634,-3.21403
RC113374,56.0665,-3.19796
RC114158,56.06665,-3.18189
RC114963,56.06681,-3.16582
RC114962,56.07579,-3.16609
RC114961,56.08478,-3.16637
RC114960,56.09377,-3.16664
RC114959,56.10276,-3.16691
RC114958,56.11175,-3.16718
RC114957,56.12073,-3.16745
RC115762,56.12088,-3.15136
RC116575,56.12103,-3.13527
RC116574,56.13002,-3.13553
RC117389,56.13017,-3.11944
RC117388,56.13916,-3.1197
RC117387,56.14814,-3.11996
RC116572,56.148,-3.13606
RC116571,56.15699,-3.13633
RC117385,56.16612,-3.12048
RC117383,56.1841,-3.12101
RC117382,56.19308,-3.12127
RC116567,56.19294,-3.13739
RC116566,56.20192,-3.13766
RC117381,56.20207,-3.12153
RC117380,56.21106,-3.12179
RC116565,56.21091,-3.13792
RC116564,56.2199,-3.13819
RC115750,56.22874,-3.15459
RC115749,56.23773,-3.15486
RC116562,56.23788,-3.13872
RC116561,56.24686,-3.13899
RC117376,56.24701,-3.12285
RC117375,56.256,-3.12311
RC117374,56.26499,-3.12337
RC118987,56.28325,-3.09158
RC119793,56.28339,-3.07542
RC120594,56.29252,-3.05951
RC121401,56.29266,-3.04334
RC121400,56.30164,-3.04359
RC122198,56.30178,-3.02742
RC122197,56.31077,-3.02766
RC122989,56.3109,-3.01149
RC122988,56.31989,-3.01173
RC123776,56.32002,-2.99555
RC124554,56.32015,-2.97937
RC124553,56.32914,-2.9796
RC125330,56.32926,-2.96342
RC126134,56.32939,-2.94724
RC126133,56.33838,-2.94747
RC126915,56.3385,-2.93128
RC126914,56.34749,-2.9315
RC126913,56.35648,-2.93172
RC127701,56.3566,-2.91553
RC127700,56.36558,-2.91574
RC128488,56.3657,-2.89955
RC128487,56.37469,-2.89976
RC129274,56.3838,-2.88377
RC128486,56.38368,-2.89997
RC128485,56.39267,-2.90018
RC127697,56.39255,-2.91639
RC127696,56.40154,-2.91661
RC126908,56.40142,-2.93282
RC126126,56.40129,-2.94903
RC126125,56.41028,-2.94925
RC125321,56.41016,-2.96547
RC124544,56.41003,-2.98168
RC124543,56.41902,-2.98191
RC124542,56.42801,-2.98214
RC124539,56.45497,-2.98284
RC125316,56.4551,-2.96661
RC126119,56.46421,-2.9506
RC126901,56.46433,-2.93436
RC127689,56.46445,-2.91812
RC128477,56.46457,-2.90188
RC129265,56.46469,-2.88564
RC130844,56.47391,-2.85337
RC132427,56.48311,-2.82108
RC133219,56.48322,-2.80483
RC134004,56.48332,-2.78859
RC134782,56.48343,-2.77234
RC137115,56.5017,-2.72394
RC137899,56.50179,-2.70769
RC139448,56.51096,-2.67534
RC139447,56.51995,-2.6755
RC140218,56.52004,-2.65923
RC140988,56.52911,-2.64312
RC141758,56.52919,-2.62686
RC143295,56.55632,-2.59474
RC143294,56.56531,-2.59489
RC143293,56.57429,-2.59503
RC143292,56.58328,-2.59517
RC143291,56.59227,-2.59531
RC143290,56.60126,-2.59545
RC144051,56.61033,-2.57929
RC144813,56.6104,-2.56299
RC144812,56.61939,-2.56312
RC145567,56.62845,-2.54695
RC145566,56.63744,-2.54708
RC145565,56.64643,-2.54721
RC146321,56.6465,-2.53089
RC146320,56.65549,-2.53102
RC147076,56.65556,-2.51469
RC147075,56.66454,-2.51482
RC147818,56.66461,-2.49849
RC148561,56.66467,-2.48217
RC148560,56.67366,-2.48228
RC149303,56.67373,-2.46595
RC149302,56.68271,-2.46606
RC149301,56.6917,-2.46617
RC149300,56.70069,-2.46628
RC148557,56.70063,-2.48263
RC149298,56.71867,-2.46651
RC148555,56.71861,-2.48286
RC148554,56.72759,-2.48297
RC149297,56.72766,-2.46662
RC149296,56.73665,-2.46673
RC148553,56.73658,-2.48309
RC149295,56.74563,-2.46684
RC149294,56.75462,-2.46695
RC148551,56.75456,-2.48332
RC147807,56.76348,-2.4998
RC147063,56.77241,-2.51629
RC147062,56.78139,-2.51642
RC147061,56.79038,-2.51654
RC147060,56.79937,-2.51666
RC147059,56.80836,-2.51679
RC147802,56.80843,-2.5004
RC147801,56.81741,-2.50052
RC148544,56.81748,-2.48413
RC148543,56.82647,-2.48424
RC149286,56.82653,-2.46785
RC149285,56.83552,-2.46796
RC150022,56.84457,-2.45167
RC150021,56.85356,-2.45178
RC150755,56.85361,-2.43537
RC150754,56.8626,-2.43547
RC151475,56.86266,-2.41906
RC151474,56.87165,-2.41916
RC152195,56.8717,-2.40274
RC152194,56.88069,-2.40284
RC152193,56.88968,-2.40294
RC152914,56.88973,-2.38651
RC152913,56.89872,-2.38661
RC153625,56.89877,-2.37018
RC153624,56.90776,-2.37027
RC154336,56.9078,-2.35384
RC154335,56.91679,-2.35392
RC155047,56.91684,-2.33749
RC155046,56.92583,-2.33757
RC154334,56.92578,-2.35401
RC154333,56.93477,-2.35409
RC154332,56.94376,-2.35418
RC155044,56.9438,-2.33773
RC155756,56.94385,-2.32128
RC155755,56.95283,-2.32136
RC156458,56.95288,-2.30491
RC157161,56.95291,-2.28846
RC157864,56.95295,-2.272
RC158567,56.95299,-2.25555
RC158566,56.96197,-2.25561
RC159269,56.96201,-2.23916
RC159967,56.96204,-2.2227
RC159966,56.97103,-2.22276
RC160664,56.97105,-2.2063
RC160663,56.98004,-2.20635
RC161365,56.98007,-2.18988
RC161364,56.98906,-2.18993
RC162066,56.98908,-2.17346
RC162065,56.99807,-2.1735
RC162064,57.00706,-2.17354
RC162063,57.01605,-2.17359
RC162765,57.01607,-2.15711
RC162764,57.02506,-2.15714
RC162763,57.03404,-2.15718
RC163461,57.03406,-2.1407
RC163460,57.04305,-2.14073
RC163459,57.05204,-2.14076
RC164156,57.06105,-2.1243
RC164155,57.07003,-2.12433
RC164853,57.07005,-2.10782
RC164852,57.07904,-2.10785
RC165537,57.07905,-2.09134
RC165536,57.08804,-2.09136
RC165535,57.09703,-2.09139
RC166220,57.09704,-2.07487
RC166219,57.10603,-2.07489
RC166894,57.11502,-2.05838
RC166893,57.12401,-2.0584
RC166892,57.133,-2.05841
RC166216,57.13299,-2.07494
RC165532,57.12399,-2.09145
RC165531,57.13298,-2.09148
RC194467,50.97123,-1.36626
RC194466,50.98023,-1.36614
RC193986,50.9803,-1.38039
RC193985,50.9893,-1.38027
RC193492,50.98938,-1.39453
RC193491,50.99837,-1.39441
RC193002,50.99845,-1.40867
RC192513,50.99852,-1.42293
RC192010,50.99859,-1.43719
RC191507,50.99865,-1.45145
RC191004,50.99872,-1.46571
RC191005,50.98972,-1.46581
RC190502,50.98979,-1.48007
RC189999,50.98985,-1.49433
RC147254,54.57884,-2.48819
RC147253,54.58783,-2.48829
RC063969,55.87199,-4.24762
RC063968,55.88098,-4.24813
RC064706,55.88127,-4.23215
RC064705,55.89025,-4.23267
RC064704,55.89923,-4.23318
RC065442,55.89952,-4.21719
RC065441,55.90851,-4.21771
RC066177,55.90879,-4.20171
RC067645,55.91834,-4.17022
RC068388,55.91863,-4.15422
RC069131,55.9189,-4.13822
RC069130,55.92789,-4.13872
RC069877,55.92817,-4.12271
RC070624,55.92844,-4.10671
RC071370,55.9377,-4.09119
RC072113,55.93797,-4.07518
RC072112,55.94695,-4.07566
RC072855,55.94722,-4.05965
RC073598,55.94749,-4.04363
RC073597,55.95647,-4.04411
RC074347,55.95674,-4.02809
RC074346,55.96572,-4.02856
RC075101,55.96598,-4.01254
RC075100,55.97497,-4.01301
RC075858,55.97523,-3.99698
RC076615,55.97549,-3.98096
RC076614,55.98447,-3.98142
RC077371,55.98473,-3.96539
RC078128,55.98498,-3.94936
RC078893,55.98523,-3.93333
RC079658,55.98549,-3.9173
RC080419,55.98573,-3.90127
RC081180,55.98598,-3.88524
RC081179,55.99496,-3.88568
RC081936,55.99521,-3.86964
RC082698,55.99545,-3.85361
RC083460,55.99569,-3.83757
RC084209,55.99593,-3.82154
RC084957,55.99617,-3.8055
RC085701,55.9964,-3.78947
RC085702,55.98741,-3.78905
RC086441,55.98765,-3.77302
RC087184,55.98787,-3.75699
RC087922,55.9881,-3.74096
RC088669,55.98833,-3.72493
RC089412,55.98855,-3.70889
RC089413,55.97956,-3.7085
RC090152,55.97979,-3.69247
RC090914,55.98001,-3.67644
RC091658,55.98022,-3.66041
RC092406,55.98044,-3.64438
RC092407,55.97145,-3.644
RC093148,55.97166,-3.62797
RC093877,55.97187,-3.61194
RC094610,55.98107,-3.59629
RC095335,55.98128,-3.58026
RC096063,55.98148,-3.56422
RC096796,55.98168,-3.54819
RC097518,55.98188,-3.53216
RC098244,55.98208,-3.51613
RC098245,55.97309,-3.51578
RC098979,55.97329,-3.49975
RC099731,55.97348,-3.48372
RC101229,55.95589,-3.45099
RC101230,55.9469,-3.45066
RC101978,55.94709,-3.43464
RC101979,55.93811,-3.43431
RC102731,55.9293,-3.41796
RC103482,55.92949,-3.40195
RC103481,55.93847,-3.40228
RC104228,55.93866,-3.38626
RC104981,55.92985,-3.36993
RC105737,55.93002,-3.35392
RC106493,55.9302,-3.33791
RC107249,55.93037,-3.3219
RC108001,55.93054,-3.30588
RC071383,55.8209,-4.08492
RC072126,55.82117,-4.06896
RC072869,55.82144,-4.05299
RC073612,55.82171,-4.03703
RC074363,55.81299,-4.02061
RC074362,55.82197,-4.02107
RC075117,55.82223,-4.00511
RC075876,55.81351,-3.98869
RC075875,55.82249,-3.98915
RC076633,55.81376,-3.97273
RC077391,55.80503,-3.95632
RC078148,55.80529,-3.94037
RC078913,55.80554,-3.92441
RC079678,55.80578,-3.90846
RC080439,55.80603,-3.8925
RC081200,55.80628,-3.87654
RC081201,55.79729,-3.87611
RC081958,55.79753,-3.86016
RC081957,55.80652,-3.86059
RC082719,55.80676,-3.84463
RC082718,55.81574,-3.84506
RC083480,55.81598,-3.82909
RC084229,55.81622,-3.81313
RC084977,55.81645,-3.79717
RC084976,55.82544,-3.79759
RC085720,55.82567,-3.78162
RC086459,55.8259,-3.76566
RC087202,55.82613,-3.74969
RC087940,55.82636,-3.73372
RC088687,55.82658,-3.71776
RC089430,55.8268,-3.70179
RC089431,55.81782,-3.7014
RC090170,55.81804,-3.68544
RC090169,55.82702,-3.68583
RC090931,55.82724,-3.66986
RC091675,55.82746,-3.65389
RC091674,55.83644,-3.65427
RC092422,55.83666,-3.6383
RC093163,55.83687,-3.62233
RC093891,55.84606,-3.60673
RC094625,55.84627,-3.59076
RC095350,55.84648,-3.57478
RC095349,55.85546,-3.57514
RC096077,55.85567,-3.55917
RC096810,55.85587,-3.54319
RC096809,55.86486,-3.54354
RC097531,55.86505,-3.52756
RC098257,55.86525,-3.51158
RC098256,55.87424,-3.51192
RC098990,55.87443,-3.49594
RC076634,55.80478,-3.97228
RC124065,53.39817,-2.92607
RC187003,55.04646,-1.52285
RC187002,55.05545,-1.52274
RC186476,55.05551,-1.53841
RC186475,55.0645,-1.5383
RC186474,55.07349,-1.5382
RC186999,55.08242,-1.52242
RC187520,55.08236,-1.50675
RC187519,55.09135,-1.50663
RC186998,55.09141,-1.52231
RC186997,55.1004,-1.52221
RC186469,55.11844,-1.53768
RC185926,55.1185,-1.55337
RC185925,55.12749,-1.55327
RC185382,55.12755,-1.56896
RC185381,55.13654,-1.56886
RC184837,55.14559,-1.58447
RC184294,55.14564,-1.60017
RC183751,55.14569,-1.61587
RC183204,55.14574,-1.63157
RC183203,55.15473,-1.63148
RC182660,55.15477,-1.64719
RC182108,55.15482,-1.66289
RC182107,55.16381,-1.66282
RC160964,53.39262,-2.1886
RC160963,53.40161,-2.18864
RC160265,53.40159,-2.20369
RC160266,53.39259,-2.20365
RC159568,53.39257,-2.21869
RC158870,53.39254,-2.23374
RC158869,53.40153,-2.23379
RC158166,53.4015,-2.24884
RC061039,55.81691,-4.30833
RC061040,55.80793,-4.3078
RC061770,55.80823,-4.29185
RC061771,55.79925,-4.29132
RC061772,55.79026,-4.29079
RC062502,55.79056,-4.27485
RC062503,55.78158,-4.27432
RC063238,55.78187,-4.25838
RC063239,55.77289,-4.25786
RC063240,55.7639,-4.25734
RC063981,55.76419,-4.24141
RC064719,55.76448,-4.22547
RC065457,55.76477,-4.20954
RC066193,55.76506,-4.1936
RC097167,51.5315,-3.39265
RC238339,52.41722,0.28762
RC238053,52.42649,0.27338
RC238052,52.43548,0.27385
RC237767,52.43576,0.25914
RC237766,52.44475,0.2596
RC237473,52.44503,0.24489
RC237472,52.45402,0.24534
RC237175,52.4543,0.23063
RC237174,52.46329,0.23108
RC236877,52.46356,0.21637
RC236876,52.47255,0.21682
RC236578,52.47283,0.2021
RC236577,52.48181,0.20255
RC236274,52.48209,0.18782
RC236273,52.49108,0.18827
RC235962,52.50034,0.17398
RC235961,52.50933,0.17443
RC235649,52.5096,0.15969
RC235648,52.51858,0.16013
RC235336,52.51885,0.1454
RC235019,52.52811,0.1311
RC235018,52.5371,0.13153
RC234707,52.53736,0.11679
RC234706,52.54635,0.11722
RC234395,52.54661,0.10247
RC234394,52.5556,0.1029
RC233405,52.55638,0.05865
RC233072,52.55664,0.0439
RC232739,52.55689,0.02915
RC232406,52.55714,0.0144
RC232068,52.55739,-0.00035
RC231734,52.55764,-0.0151
RC231400,52.55789,-0.02985
RC231401,52.5489,-0.03026
RC231067,52.54914,-0.04501
RC230732,52.54938,-0.05976
RC230388,52.54962,-0.0745
RC230040,52.54986,-0.08925
RC229693,52.5501,-0.104
RC229346,52.55034,-0.11875
RC228990,52.55057,-0.1335
RC228634,52.5508,-0.14825
RC228633,52.55979,-0.14788
RC228267,52.56002,-0.16263
RC227907,52.56025,-0.17738
RC227547,52.56048,-0.19214
RC227169,52.5607,-0.20689
RC226791,52.56092,-0.22165
RC091356,50.72959,-3.48217
RC091357,50.7206,-3.48188
RC092105,50.72078,-3.46771
RC092106,50.71178,-3.46743
RC092107,50.70279,-3.46715
RC092109,50.6848,-3.46659
RC092861,50.68497,-3.45243
RC092862,50.67598,-3.45215
RC093604,50.66716,-3.43772
RC093605,50.65816,-3.43744
RC093606,50.64917,-3.43717
RC094340,50.64934,-3.42302
RC094341,50.64035,-3.42275
RC094342,50.63135,-3.42247
RC023532,51.7348,-5.02216
RC023146,51.73443,-5.03663
RC022762,51.73405,-5.0511
RC152037,51.17032,-2.36547
RC152038,51.16132,-2.3654
RC151317,51.16128,-2.37971
RC150596,51.16123,-2.39402
RC149858,51.16118,-2.40833
RC149857,51.17018,-2.40841
RC149119,51.17013,-2.42272
RC149118,51.17912,-2.4228
RC148375,51.17907,-2.43712
RC148374,51.18807,-2.4372
RC147631,51.18801,-2.45152
RC146888,51.18796,-2.46584
RC253117,52.05594,1.13043
RC253115,52.0739,1.13169
RC253319,52.07351,1.14627
RC253318,52.0825,1.1469
RC253523,52.08211,1.16148
RC253719,52.08171,1.17606
RC253918,52.08132,1.19064
RC254117,52.08092,1.20522
RC254316,52.08053,1.2198
RC254515,52.08013,1.23438
RC254717,52.07972,1.24896
RC254917,52.07932,1.26354
RC255117,52.07892,1.27812
RC255317,52.07851,1.29269
RC255517,52.0781,1.30727
RC255516,52.08708,1.30794
RC256108,52.10381,1.35302
RC256107,52.11279,1.3537
RC256294,52.12135,1.36896
RC256293,52.13033,1.36964
RC256471,52.12991,1.38423
RC256470,52.13889,1.38492
RC256469,52.14787,1.3856
RC256648,52.14745,1.4002
RC256647,52.15643,1.40088
RC256826,52.15601,1.41548
RC256825,52.16499,1.41617
RC257004,52.16456,1.43077
RC257003,52.17354,1.43147
RC257182,52.17312,1.44607
RC257365,52.17269,1.46068
RC257539,52.17226,1.47528
RC257538,52.18124,1.47599
RC257537,52.19022,1.47669
RC257536,52.1992,1.47739
RC257535,52.20818,1.47809
RC257713,52.20774,1.49271
RC257712,52.21672,1.49341
RC257711,52.2257,1.49412
RC257889,52.22527,1.50874
